order,city_id,x,y
0,3944,53054.7,8750
1,4056,53089.7,8778.61
2,4063,53091.9,8713.06
3,3813,53017.2,8688.33
4,3717,52986.1,8701.67
5,3616,52955.8,8685.56
6,3571,52944.4,8657.78
7,3715,52985.8,8643.89
8,3451,52909.4,8573.33
9,3156,52804.7,8632.22
10,3126,52793.6,8614.44
11,3224,52834.2,8438.33
12,3150,52801.9,8402.22
13,3090,52774.7,8429.44
14,3067,52765.6,8435.83
15,2928,52711.1,8409.72
16,2552,52561.9,8353.33
17,2507,52547.2,8352.5
18,2333,52479.7,8309.72
19,2579,52571.7,8429.72
20,2708,52620,8461.11
21,2983,52733.3,8566.67
22,2861,52685.8,8574.44
23,2957,52722.2,8553.89
24,3006,52739.2,8540.28
25,3139,52797.5,8578.61
26,3266,52851.1,8503.89
27,3307,52866.7,8600
28,3152,52802.2,8564.72
29,3036,52754.7,8496.94
30,3622,52958.1,8480.56
31,3369,52888.1,8457.5
32,3335,52876.7,8381.67
33,3632,52961.1,8424.72
34,3611,52955,8370.28
35,3589,52949.2,8371.39
36,3886,53038.6,8328.06
37,3867,53033.3,8333.33
38,4076,53096.1,8343.06
39,4359,53172.8,8261.39
40,4371,53175.6,8264.44
41,4210,53133.1,8148.61
42,4071,53094.4,8150
43,4033,53082.8,8092.22
44,4512,53216.7,8050
45,4473,53203.3,8054.72
46,4552,53227.2,8048.33
47,4604,53238.9,8056.67
48,5144,53366.7,7933.33
49,5415,53422.8,7937.22
50,5335,53407.2,7884.17
51,5680,53616.7,7716.67
52,5725,53650,7700
53,5388,53416.7,7850
54,5360,53412.2,7836.11
55,5292,53397.5,7875.56
56,5217,53383.3,7862.22
57,4986,53330.3,7818.89
58,4982,53329.4,7812.78
59,4655,53250,7966.67
60,5064,53348.1,7984.72
61,4984,53329.7,8014.44
62,5027,53339.7,8016.94
63,5119,53360.8,7818.61
64,4880,53301.4,8012.22
65,5050,53344.4,7966.94
66,5093,53353.3,7974.72
67,5378,53415.6,7980.56
68,5142,53366.4,7974.17
69,5082,53351.1,7846.11
70,5429,53433.3,7966.67
71,5088,53352.8,8045.83
72,4361,53173.1,8087.5
73,4415,53188.1,8049.44
74,4549,53226.4,8068.61
75,4479,53206.1,8088.89
76,4402,53185.3,8098.06
77,4449,53197.5,8132.5
78,4444,53195.8,8393.61
79,4421,53189.2,8372.22
80,4558,53229.7,8331.67
81,4542,53224.7,8351.39
82,4271,53148.1,8335
83,4328,53163.3,8284.72
84,4264,53146.9,8298.06
85,4133,53111.7,8317.78
86,3872,53034.4,8338.89
87,3888,53038.9,8351.39
88,4005,53071.9,8380.28
89,3950,53056.9,8314.72
90,3604,52953.3,8265.83
91,3535,52932.8,8281.94
92,3544,52936.4,8354.17
93,3170,52807.8,8435.56
94,3172,52808.6,8588.06
95,3073,52767.5,8624.44
96,2971,52728.6,8767.5
97,3009,52741.4,8774.17
98,2910,52703.9,8864.17
99,3094,52776.1,8782.78
100,2892,52696.7,8815.56
101,3131,52795,8921.67
102,3282,52855.8,8993.89
103,3314,52867.8,9080.56
104,3182,52815.6,8966.67
105,3744,52994.4,8943.89
106,3527,52930.6,8989.72
107,4099,53103.1,9088.06
108,4089,53100,9066.67
109,4876,53300.6,9094.17
110,4805,53283.9,9046.67
111,4933,53317.5,9046.11
112,5178,53374.7,9186.11
113,5140,53366.1,9230.28
114,5278,53394.4,9334.44
115,5351,53410.8,9261.39
116,5566,53533.3,9283.33
117,5638,53583.3,9166.67
118,5714,53633.3,9100
119,5715,53633.3,9200
120,5831,53733.3,9166.67
121,6129,53932.2,9104.17
122,6023,53873.6,9100
123,5995,53859.4,9097.22
124,5852,53750,9116.67
125,5988,53856.1,9124.72
126,6109,53916.7,9152.78
127,6225,53958.3,9213.33
128,6670,54065.6,9181.67
129,6621,54049.4,9173.89
130,6542,54029.4,9209.44
131,6112,53916.9,9182.22
132,6169,53945.6,9171.67
133,6148,53940.8,9187.78
134,6127,53930.8,9189.44
135,6083,53903.3,9198.61
136,6121,53924.2,9195.28
137,6059,53898.3,9179.44
138,6095,53915.3,9096.39
139,6017,53868.3,9158.06
140,6028,53876.1,9142.78
141,5985,53853.9,9152.5
142,5812,53716.7,8883.33
143,5851,53750,9033.33
144,6042,53883.3,8983.33
145,5898,53783.3,8916.67
146,5850,53750,8950
147,6140,53933.3,8916.67
148,5935,53816.7,8816.67
149,5751,53666.7,8833.33
150,5712,53633.3,8833.33
151,5691,53616.7,8900
152,5692,53616.7,8966.67
153,5731,53650,9000
154,5516,53500,8750
155,5228,53385.8,8796.39
156,5198,53378.9,8810
157,4962,53324.2,8820
158,5058,53346.4,8860.56
159,4902,53308.9,8955.56
160,4996,53332.2,8925.28
161,4780,53278.6,8973.89
162,4977,53326.9,9139.44
163,4831,53288.9,9127.5
164,4670,53251.9,9149.72
165,4945,53320.6,9219.72
166,5103,53356.7,9070.56
167,5267,53393.1,9038.61
168,4758,53274.2,9132.5
169,4948,53321.1,9144.44
170,5163,53370.6,9134.72
171,5225,53384.4,9172.78
172,5030,53340.6,9203.61
173,5112,53359.2,9224.72
174,4834,53289.7,9230
175,4727,53266.7,9216.67
176,4690,53257.5,9212.5
177,4152,53116.7,9133.33
178,4191,53125.8,9119.44
179,3920,53049.4,9193.33
180,4219,53134.7,9205.83
181,4640,53246.7,9302.78
182,4653,53249.4,9350
183,5716,53633.3,9233.33
184,5616,53566.7,9233.33
185,5832,53733.3,9300
186,5900,53783.3,9383.33
187,5916,53800,9133.33
188,5773,53683.3,9183.33
189,5755,53666.7,9333.33
190,5774,53683.3,9333.33
191,5733,53650,9366.67
192,5567,53533.3,9366.67
193,5833,53733.3,9550
194,5918,53800,9516.67
195,6025,53875,9498.33
196,6081,53901.7,9628.61
197,6057,53896.9,9582.5
198,6416,54003.3,9538.06
199,6769,54087.2,9476.94
200,6607,54045.6,9394.17
201,7078,54180,9333.61
202,7081,54180.6,9410.28
203,7037,54165.6,9390.28
204,7416,54313.3,9503.33
205,7344,54277.2,9309.17
206,7225,54232.2,9292.22
207,7203,54221.9,9366.39
