order,city_id,x,y
0,24,27166.7,9833.33
1,16,26150,10550
2,14,25149.2,12365.8
3,13,24166.7,13250
4,9,22683.3,12716.7
5,7,22183.3,13133.3
6,3,21300,13016.7
7,4,21600,14150
8,8,22583.3,14300
9,5,21600,14966.7
10,1,20833.3,17100
11,2,20900,17066.7
12,6,21600,16500
13,10,23616.7,15866.7
14,11,23700,15933.3
15,12,23883.3,14533.3
16,15,26133.3,14500
17,19,26550,13850
18,18,26433.3,13433.3
19,17,26283.3,12766.7
20,21,27026.1,13051.9
21,22,27096.1,13415.8
22,23,27153.6,13203.3
23,29,27462.5,12992.2
24,28,27433.3,12400
25,26,27233.3,11783.3
26,20,26733.3,11683.3
27,25,27233.3,10450
28,27,27266.7,10383.3
