order,city_id,x,y
0,519,51866.7,9666.67
1,605,51893.3,9750.56
2,920,52031.7,9711.94
3,1262,52150,9583.33
4,1339,52166.7,9550
5,1404,52183.3,9583.33
6,1340,52166.7,9600
7,1229,52142.5,9631.39
8,1205,52137.2,9748.89
9,1301,52158.3,9660.28
10,1244,52147.8,9662.78
11,1061,52088.6,9635.83
12,966,52050,9516.67
13,912,52029.4,9444.44
14,935,52040,9474.44
15,1364,52173.3,9404.44
16,1431,52191.7,9435.83
17,1261,52150,9400
18,1234,52145.3,9315.56
19,1289,52155.6,9382.5
20,1247,52148.9,9422.5
21,1357,52170.8,9373.06
22,1236,52146.1,9375.56
23,1273,52151.7,9357.78
24,1168,52128.3,9316.67
25,1266,52150.8,9430.56
26,1475,52203.3,9506.39
27,1602,52241.1,9386.11
28,1530,52218.9,9416.67
29,1350,52169.7,9344.72
30,1521,52216.7,9383.33
31,1693,52266.7,9366.67
32,1402,52183.3,9279.44
33,1463,52200.6,9322.78
34,1419,52187.8,9358.06
35,1495,52208.3,9428.89
36,1148,52120.3,9393.89
37,965,52050,9450
38,754,51953.9,9390.83
39,916,52030.6,9405.28
40,314,51765.3,9355.28
41,278,51743.6,9305.83
42,331,51776.9,9170.83
43,713,51933.3,9133.33
44,517,51866.7,9050
45,534,51870.8,9083.06
46,133,51634.7,9055.56
47,104,51610.3,8978.06
48,71,51583.6,9002.22
49,124,51629.2,8975.83
50,115,51616.9,8940.28
51,170,51659.4,8929.44
52,210,51687.8,8983.33
53,259,51727.8,9024.72
54,294,51756.7,8987.78
55,318,51766.7,8966.67
56,293,51756.4,9054.72
57,363,51796.1,8950.56
58,443,51842.2,8935.28
59,621,51900,8950
60,620,51900,8850
61,452,51846.7,8891.11
62,833,51983.3,8933.33
63,453,51846.7,9108.06
64,381,51807.5,9054.44
65,489,51858.9,9023.61
66,457,51848.1,9035.56
67,430,51833.3,9033.33
68,655,51910.3,9022.78
69,945,52044.4,9060.56
70,1083,52095.8,9180.56
71,1049,52083.3,9216.67
72,1136,52116.7,9216.67
73,1048,52083.3,9183.33
74,956,52049.2,9165.83
75,1068,52091.4,9161.67
76,940,52041.4,9134.17
77,1010,52067.8,9126.11
78,1135,52116.7,9116.67
79,1311,52161.1,9115.56
80,1087,52098.6,9098.33
81,1002,52066.7,9066.67
82,708,51932.2,9069.17
83,988,52059.4,9072.78
84,1134,52116.7,9033.33
85,1026,52076.7,9071.94
86,1120,52111.9,8983.89
87,1012,52068.6,9026.67
88,769,51961.4,9080.28
89,419,51829.4,9197.78
90,490,51859.2,9291.94
91,675,51917.2,9248.61
92,1074,52093.6,9206.94
93,1112,52108.9,9154.44
94,1233,52145.3,9098.89
95,1385,52179.4,9080.56
96,1190,52133.3,9216.67
97,943,52042.5,9255.28
98,834,51983.6,9300.56
99,844,51989.7,9295.28
100,879,52008.9,9326.11
101,1138,52116.7,9383.33
102,1029,52078.6,9346.94
103,1104,52104.7,9293.61
104,1191,52133.3,9250
105,1156,52123.9,9225.83
106,1108,52108.1,9259.44
107,1084,52097.2,9285
108,1366,52173.9,9262.78
109,1765,52283.3,9216.67
110,1668,52259.4,9159.44
111,1764,52283.3,9150
112,2059,52380.6,9223.06
113,1997,52357.5,9209.72
114,2000,52358.9,9332.22
