order,city_id,x,y
0,4597,8000,35850
1,4573,7950,35816.7
2,4557,7900,35800
3,4681,8183.33,36016.7
4,4784,8383.33,36100
5,4693,8200,36266.7
6,4694,8200,36300
7,4732,8283.33,36333.3
8,4752,8316.67,36116.7
9,4770,8350,36100
10,4786,8383.33,36183.3
11,4759,8333.33,36183.3
12,4785,8383.33,36166.7
13,4745,8300,36166.7
14,4659,8133.33,35916.7
15,4671,8150,35933.3
16,4628,8066.67,35983.3
17,4719,8250,35850
18,4718,8250,35700
19,4708,8233.33,35650
20,4701,8216.67,35650
21,4717,8250,35533.3
22,4725,8266.67,35550
23,4680,8183.33,35516.7
24,4709,8233.33,35716.7
25,4658,8133.33,35900
26,4637,8083.33,35883.3
27,4636,8083.33,35850
28,4629,8066.67,36000
29,4652,8116.67,35916.7
30,4710,8233.33,35816.7
31,4692,8200,35800
32,4702,8216.67,35866.7
33,4669,8150,35783.3
34,4651,8116.67,35733.3
35,4642,8100,35716.7
36,4606,8016.67,35900
37,4549,7883.33,36066.7
38,4521,7816.67,36133.3
39,4564,7916.67,35916.7
40,4657,8133.33,35816.7
41,4670,8150,35816.7
42,4691,8200,35716.7
43,4675,8166.67,35600
44,4726,8266.67,35700
45,4690,8200,35650
46,4563,7916.67,35583.3
47,4604,8016.67,35550
48,4603,8016.67,35516.7
49,4256,7316.67,35566.7
50,4146,7133.33,35733.3
51,4178,7200,35733.3
52,4157,7166.67,35750
53,4123,7100,35950
54,4013,6883.33,35800
55,3964,6816.67,35950
56,3872,6666.67,36150
57,3813,6533.33,36133.3
58,3899,6716.67,35950
59,3900,6716.67,36150
60,3909,6733.33,36200
61,3948,6800,36200
62,3974,6833.33,36250
63,3880,6683.33,36300
64,3846,6616.67,36300
65,3799,6500,36283.3
66,3976,6833.33,36600
67,3965,6816.67,36633.3
68,4054,6950,36483.3
69,4044,6933.33,36583.3
70,3891,6700,36600
71,3861,6650,36700
72,3873,6666.67,36750
73,3881,6683.33,36783.3
74,3816,6533.33,37200
75,3745,6416.67,37266.7
76,3713,6366.67,37366.7
77,3663,6316.67,37383.3
78,3681,6333.33,37416.7
79,3600,6266.67,37550
80,3533,6216.67,37566.7
81,3444,6150,37400
82,3532,6216.67,37366.7
83,3556,6233.33,37266.7
84,3413,6116.67,37383.3
85,3360,6066.67,37433.3
86,3394,6100,37450
87,3396,6100,37566.7
88,3445,6150,37600
89,3470,6166.67,37550
90,3620,6283.33,37483.3
91,3757,6433.33,37533.3
92,3834,6583.33,37166.7
93,3619,6283.33,37183.3
94,3412,6116.67,37200
95,3599,6266.67,37100
96,3081,5783.33,37183.3
97,3154,5866.67,36850
98,3222,5933.33,36850
99,3223,5933.33,37066.7
100,3285,6000,37100
101,3286,6000,37200
102,3270,5983.33,37216.7
103,3359,6066.67,37366.7
104,3200,5916.67,37316.7
105,3185,5900,37450
106,3120,5833.33,37500
107,3097,5800,37666.7
108,3122,5833.33,37666.7
109,3138,5850,37683.3
110,3123,5833.33,37783.3
111,3201,5916.67,37733.3
112,3340,6050,37716.7
113,3319,6033.33,37716.7
114,3186,5900,37783.3
115,3202,5916.67,37816.7
116,3203,5916.67,37850
117,3302,6016.67,38033.3
118,3361,6066.67,38233.3
119,3157,5866.67,38216.7
120,3204,5916.67,38233.3
121,3043,5733.33,38266.7
122,3037,5716.67,38333.3
123,3073,5766.67,38416.7
124,3007,5666.67,38566.7
125,3029,5700,38400
126,3028,5700,38300
127,3006,5666.67,38366.7
128,2955,5583.33,38483.3
129,2929,5533.33,38650
130,2974,5616.67,38566.7
131,3008,5666.67,38600
132,3172,5883.33,38600
133,3158,5866.67,38483.3
134,2946,5566.67,38500
135,2966,5600,38666.7
136,2878,5466.67,38416.7
137,2879,5466.67,38466.7
138,2822,5416.67,38466.7
139,2823,5416.67,38533.3
140,2708,5333.33,38200
141,2252,5050,38333.3
142,1954,4866.67,38433.3
143,2002,4900,38366.7
144,1980,4883.33,38333.3
145,1737,4700,38216.7
146,1630,4566.67,38200
147,1654,4600,38066.7
148,1690,4650,38083.3
149,1674,4633.33,38083.3
150,1725,4683.33,38066.7
151,1708,4666.67,38166.7
152,1748,4716.67,38183.3
153,1735,4700,38033.3
154,1736,4700,38083.3
155,1900,4833.33,38266.7
156,1689,4650,38050
157,1675,4633.33,38166.7
158,1664,4616.67,38233.3
159,1589,4516.67,38233.3
160,1587,4516.67,38200
161,1633,4566.67,38300
162,1578,4500,38383.3
163,1645,4583.33,38250
164,1632,4566.67,38283.3
165,1591,4516.67,38383.3
166,1658,4600,38383.3
167,1740,4700,38416.7
168,1857,4800,38800
169,1826,4783.33,38783.3
170,2120,4966.67,38783.3
171,1789,4750,38766.7
172,1961,4866.67,38800
173,1879,4816.67,38750
174,1827,4783.33,38816.7
175,2008,4900,38933.3
176,2009,4900,38950
177,2296,5066.67,39083.3
178,2328,5083.33,39116.7
179,2237,5033.33,39050
180,2091,4950,39083.3
181,2125,4966.67,39116.7
182,1828,4783.33,39033.3
183,1742,4700,39100
184,2693,5316.67,39683.3
185,2714,5333.33,39666.7
186,2679,5300,39666.7
187,2734,5350,39800
188,2636,5266.67,39700
189,2779,5383.33,39733.3
190,2811,5400,39750
191,2694,5316.67,39700
192,2682,5300,39750
193,2640,5266.67,39766.7
194,2532,5200,39766.7
195,2480,5166.67,39783.3
196,2535,5200,39816.7
197,2569,5216.67,39800
198,2305,5066.67,39783.3
199,2303,5066.67,39750
200,2240,5033.33,39716.7
201,2192,5000,39766.7
202,2364,5100,39750
203,2425,5133.33,39750
204,2655,5283.33,39666.7
205,2772,5383.33,39616.7
206,2563,5216.67,39683.3
207,2423,5133.33,39716.7
208,2333,5083.33,39733.3
209,2272,5050,39750
210,2426,5133.33,39766.7
211,2428,5133.33,39800
212,2498,5183.33,39650
213,2615,5250,39700
214,2715,5333.33,39716.7
215,2719,5333.33,39783.3
216,2662,5283.33,39816.7
217,2698,5316.67,39800
218,2733,5350,39783.3
219,2782,5383.33,39783.3
220,2853,5433.33,39683.3
221,2831,5416.67,39666.7
222,2804,5400,39633.3
223,2805,5400,39650
224,2870,5450,39650
225,2838,5416.67,39783.3
226,2619,5250,39766.7
227,2727,5350,39666.7
228,2644,5266.67,39833.3
229,2780,5383.33,39750
230,2482,5166.67,39816.7
231,2534,5200,39800
232,2568,5216.67,39783.3
233,2536,5200,39833.3
234,2657,5283.33,39733.3
235,2571,5216.67,39833.3
236,2502,5183.33,39800
237,2529,5200,39716.7
238,2643,5266.67,39816.7
239,2753,5366.67,39766.7
240,2750,5366.67,39716.7
241,2776,5383.33,39683.3
242,2681,5300,39733.3
243,2642,5266.67,39800
244,2656,5283.33,39716.7
245,2658,5283.33,39750
246,2747,5366.67,39666.7
247,2830,5416.67,39650
248,2748,5366.67,39683.3
249,2713,5333.33,39650
250,2639,5266.67,39750
251,2622,5250,39816.7
252,2621,5250,39800
253,2660,5283.33,39783.3
254,2395,5116.67,39716.7
255,2593,5233.33,39750
256,2680,5300,39683.3
257,2499,5183.33,39750
258,2617,5250,39733.3
259,2616,5250,39716.7
260,2420,5133.33,39666.7
261,2170,4983.33,39766.7
262,2133,4966.67,39783.3
263,2401,5116.67,39816.7
264,2330,5083.33,39633.3
265,2301,5066.67,39716.7
266,2271,5050,39733.3
267,2400,5116.67,39800
268,2565,5216.67,39733.3
269,2618,5250,39750
270,2528,5200,39700
271,2477,5166.67,39716.7
272,2530,5200,39733.3
273,2394,5116.67,39700
274,2239,5033.33,39700
275,2191,5000,39750
276,2267,5050,39650
277,2331,5083.33,39700
278,2421,5133.33,39683.3
279,2361,5100,39700
280,2424,5133.33,39733.3
281,2452,5150,39700
282,2066,4933.33,39733.3
283,2131,4966.67,39750
284,2245,5033.33,39800
285,2369,5100,39833.3
286,2366,5100,39783.3
287,2730,5350,39716.7
288,2808,5400,39700
289,2857,5433.33,39750
290,2806,5400,39666.7
291,2833,5416.67,39700
292,2696,5316.67,39750
293,2430,5133.33,39833.3
294,2503,5183.33,39816.7
295,2246,5033.33,39816.7
296,2453,5150,39716.7
297,2459,5150,39816.7
298,2483,5166.67,39833.3
299,2479,5166.67,39766.7
300,2194,5000,39800
301,2094,4950,39666.7
302,2065,4933.33,39716.7
303,2128,4966.67,39683.3
304,2164,4983.33,39666.7
305,2212,5016.67,39700
306,2173,4983.33,39816.7
307,2269,5050,39700
308,2214,5016.67,39733.3
309,2270,5050,39716.7
310,2242,5033.33,39750
311,2306,5066.67,39800
312,2304,5066.67,39766.7
313,2243,5033.33,39766.7
314,2014,4900,39733.3
315,2429,5133.33,39816.7
316,2620,5250,39783.3
317,2745,5366.67,39616.7
318,2856,5433.33,39733.3
319,2834,5416.67,39716.7
320,2807,5400,39683.3
321,2851,5433.33,39650
322,2852,5433.33,39666.7
323,2886,5466.67,39733.3
324,2871,5450,39716.7
325,2729,5350,39700
326,2659,5283.33,39766.7
327,2685,5300,39816.7
328,2623,5250,39833.3
329,2598,5233.33,39833.3
330,2812,5400,39766.7
331,2751,5366.67,39733.3
332,2732,5350,39766.7
333,2858,5433.33,39766.7
334,2754,5366.67,39783.3
335,2752,5366.67,39750
336,2716,5333.33,39733.3
337,2749,5366.67,39700
338,2638,5266.67,39733.3
339,2132,4966.67,39766.7
340,2190,5000,39733.3
341,2241,5033.33,39733.3
342,2478,5166.67,39750
343,2455,5150,39750
344,2187,5000,39666.7
345,2396,5116.67,39733.3
346,2363,5100,39733.3
347,2238,5033.33,39683.3
348,2193,5000,39783.3
